LOANID,ORIG_CHN,ORIG_RT,ORIG_AMT,ORIG_TRM,OLTV,NUM_BO,DTI,CSCORE_B,FTHB_FLG,PURPOSE,PROP_TYP,NUM_UNIT,OCC_STAT,STATE,VinYr,RELOCATION_FLG,LAST_UPB_LOANAMT_PERCENT1,LAST_UPB_ORIG_VAL_PERCENT,Zero.Bal.Code,MOD_FLAG,FCC_FLC
4087,R,5.625,199000,240,48,2,28,810,N,C,PU,1,P,CO,2005,N,92.56394472,44.43069347,1,N,Not Foreclosed
179684,C,6.5,130000,360,82,1,38,683,N,R,SF,1,P,FL,2007,N,86.54013077,70.96290722,1,N,Not Foreclosed
106717,C,6.5,77000,360,66,1,30,634,Y,P,SF,1,P,OR,2006,N,100.1178182,66.07775998,9,Y,Foreclosed
64224,C,5.75,182000,360,95,2,33,667,N,P,PU,1,S,PA,2006,N,94.82421978,90.08300878,9,N,Foreclosed
86255,R,6.375,346000,360,75,2,35,706,N,C,SF,1,P,NJ,2006,N,93.64973699,70.23730275,1,N,Not Foreclosed
52547,R,5.95,100000,360,69,2,28,802,N,P,SF,1,P,FL,2006,N,86.69953,59.82267571,1,N,Not Foreclosed
197494,C,5.875,152000,360,95,2,46,788,N,P,PU,1,P,TX,2008,N,83.33389474,79.1672,1,N,Not Foreclosed
187872,R,6.5,279000,360,90,1,43,631,N,R,SF,1,P,VA,2007,N,98.9782043,89.08038387,9,N,Foreclosed
240170,B,5.875,78000,360,90,2,32,735,Y,P,SF,1,P,PA,2008,N,90.319,81.2871,1,N,Not Foreclosed
242088,B,5.625,173000,360,90,2,55,802,N,P,PU,1,S,AZ,2008,N,99.5537052,89.59833468,9,N,Foreclosed
63530,B,6.25,191000,360,90,2,16,780,N,P,SF,1,P,TX,2006,N,89.00631937,80.10568744,1,N,Not Foreclosed
114881,B,7.5,55000,360,73,1,50,688,N,R,SF,1,I,IN,2006,N,97.13445455,70.90815182,9,N,Foreclosed
153359,C,6.5,142000,360,93,1,39,777,N,P,CO,1,P,SC,2006,N,96.84980986,90.07032319,9,N,Foreclosed
206720,C,6.125,139000,360,85,1,32,704,N,C,SF,1,P,CT,2007,N,99.28577698,84.39291043,9,N,Foreclosed
68914,C,6,118000,120,70,1,45,713,N,C,CO,1,P,TN,2006,N,51.13816102,35.79671271,1,N,Not Foreclosed
235427,C,6.375,204000,360,80,2,44,689,N,P,SF,1,P,MN,2008,N,93.85289706,75.08231765,1,N,Not Foreclosed
36833,C,6.375,124000,360,90,2,30,761,N,P,SF,1,S,IN,2005,N,87.80780645,79.02702581,1,N,Not Foreclosed
171334,C,6.5,139000,360,85,1,37,743,N,R,SF,1,P,NM,2007,N,98.68874101,83.88542984,1,N,Not Foreclosed
23597,R,5.625,70000,360,63,1,26,810,N,P,SF,1,P,GA,2005,N,92.59272857,58.333419,1,N,Not Foreclosed
248955,R,6.375,417000,360,32,1,51,790,N,P,SF,1,P,CA,2008,N,100,32,1,N,Not Foreclosed
169212,R,6.5,268000,360,80,2,40,677,N,C,SF,1,P,OR,2007,N,97.10022015,77.68017612,9,N,Foreclosed
40608,C,5.625,247000,360,80,2,30,798,N,R,SF,1,P,OR,2005,N,87.88708502,70.30966802,1,N,Not Foreclosed
66992,C,6.5,230000,360,58,2,36,728,N,C,CO,1,I,CA,2006,N,94.57596522,54.85405983,15,N,Foreclosed
201775,C,7,326000,360,75,1,38,747,Y,P,SF,1,P,FL,2008,N,97.97002147,73.4775161,3,N,Foreclosed
205986,R,6.125,359000,360,90,1,19,805,Y,P,PU,1,P,AZ,2008,N,96.63794986,86.97415487,3,N,Foreclosed
133948,C,6.5,94000,360,75,1,33,634,N,C,SF,1,P,AL,2006,N,99.3567766,74.51758247,1,N,Not Foreclosed
110839,R,6.875,163000,360,80,1,38,729,Y,P,CO,1,P,AZ,2006,N,95.64822699,76.5185816,9,N,Foreclosed
12080,R,5.875,288000,360,84,2,36,712,N,P,SF,1,P,NH,2005,N,92.04727083,77.3197075,1,N,Not Foreclosed
202945,R,6.625,180000,360,80,1,40,750,N,R,CO,1,P,IL,2008,N,98.43201667,78.74561333,9,N,Foreclosed
120093,C,6.625,362000,360,80,2,58,642,N,P,SF,1,P,WA,2006,N,94.22962983,75.38370387,3,N,Foreclosed
191637,C,7,143000,360,85,2,42,619,N,C,SF,1,P,UT,2007,N,92.99901399,79.0491619,1,N,Not Foreclosed
5696,B,5.5,56000,360,28,1,37,782,N,P,SF,1,P,MN,2005,N,2.303142857,0.64488,1,N,Not Foreclosed
220060,C,6.625,200000,360,67,1,31,569,N,C,SF,1,P,FL,2008,N,99.04512,66.3602304,3,N,Foreclosed
103196,R,6.25,207000,360,73,2,15,786,N,C,SF,1,P,OH,2006,N,93.72180193,68.41691542,9,N,Foreclosed
45375,B,6.125,125000,180,55,1,35,688,N,C,SF,1,P,NH,2006,N,92.013344,50.60733919,1,N,Not Foreclosed
105684,C,5.875,114000,360,80,1,38,785,N,P,SF,1,P,TX,2006,N,86.67096491,69.33677193,1,N,Not Foreclosed
113701,R,6.5,250000,360,45,1,59,721,N,C,PU,1,P,FL,2006,N,97.063784,43.6787028,9,N,Foreclosed
203689,R,5.99,306000,360,61,1,34,744,N,C,SF,1,P,NJ,2008,N,96.05381046,58.59282438,1,N,Not Foreclosed
25004,C,5.5,150000,360,61,2,41,722,N,C,SF,1,P,MA,2005,N,91.93658667,56.08131787,1,N,Not Foreclosed
120968,C,6.5,130000,360,77,1,46,684,N,R,CO,1,P,IL,2006,N,91.25409231,70.26565109,1,N,Not Foreclosed
105321,B,5.59,140000,360,90,2,31,657,Y,P,SF,1,P,FL,2006,N,92.14826429,82.93343783,9,Y,Not Foreclosed
138903,R,6.5,266000,360,71,2,45,712,N,R,SF,1,P,CA,2006,N,93.51805639,66.39782004,9,Y,Foreclosed
60647,R,6.375,210000,360,80,1,30,781,N,P,SF,1,P,WV,2006,N,89.86909524,71.89527619,1,N,Not Foreclosed
152282,C,6.75,99000,360,80,1,43,774,N,C,SF,1,I,TX,2006,N,88.75106061,71.00084848,1,N,Not Foreclosed
49770,B,6.25,109000,360,73,2,27,764,N,C,SF,1,P,MN,2006,N,99.02854128,72.29083513,1,N,Not Foreclosed
182203,C,6.875,272000,360,95,1,48,658,N,P,SF,1,P,NM,2007,N,97.395625,92.52584374,9,N,Foreclosed
253013,R,7.375,225000,360,85,1,38,665,N,P,CO,1,S,FL,2008,N,99.30212444,84.40680578,9,N,Foreclosed
253615,B,6.75,199000,360,75,2,38,793,N,R,SF,1,I,FL,2008,N,97.27456784,72.95592588,3,N,Foreclosed
250801,C,6.375,140000,360,80,2,33,750,Y,P,SF,1,P,OH,2008,N,97.84635714,78.27708571,1,N,Not Foreclosed
189319,R,6.75,60000,360,75,2,53,668,N,C,SF,1,I,TN,2007,N,95.49416667,71.620625,9,N,Not Foreclosed
63140,C,5.625,360000,360,43,1,61,800,N,R,SF,1,P,ME,2005,N,96.94338333,41.68565483,1,N,Not Foreclosed
50269,C,6.5,228000,360,73,2,23,629,N,C,SF,1,P,NV,2006,N,97.54580702,71.20843913,3,N,Foreclosed
246261,R,6.25,417000,352,60,2,46,726,N,C,SF,1,P,MD,2008,N,99.1721247,59.50327482,1,N,Not Foreclosed
178853,C,6.5,265000,360,85,1,50,769,Y,P,SF,1,P,MA,2007,N,83.23051698,70.74593943,1,N,Not Foreclosed
123431,C,6.375,288000,180,80,1,43,697,N,P,SF,1,P,NV,2006,N,92.99283333,74.39426667,9,N,Foreclosed
65209,R,6.875,147000,360,80,1,42,723,N,C,SF,1,P,PA,2006,N,81.25693197,65.00554558,1,N,Not Foreclosed
83378,B,5.875,105000,360,26,2,6,763,Y,P,PU,1,P,KS,2006,N,90.1632,23.442432,1,N,Not Foreclosed
247237,R,6.625,179000,360,85,2,34,769,Y,P,SF,1,P,OH,2008,N,97.16650279,82.59152737,1,N,Not Foreclosed
19034,R,5.875,122000,360,95,1,42,649,N,P,SF,1,P,IL,2005,N,92.25571311,87.64292746,9,N,Foreclosed
11324,C,5.5,160000,360,80,1,53,801,N,P,SF,1,P,MO,2005,N,85.84223125,68.673785,1,N,Not Foreclosed
190370,C,6.625,184000,360,70,2,37,787,N,P,PU,1,P,AZ,2007,N,98.35126087,68.8458826,1,N,Not Foreclosed
185438,C,7.625,121000,360,88,1,19,752,N,R,SF,1,I,MI,2007,N,98.94379339,87.07053818,9,N,Foreclosed
120191,C,6.75,243000,360,80,2,44,682,N,C,PU,1,P,CA,2006,N,95.16789712,76.1343177,3,N,Foreclosed
198734,C,5.5,258000,360,80,1,47,768,N,R,SF,1,P,TX,2008,N,97.95110465,78.36088372,9,N,Foreclosed
187959,R,6.25,323000,360,95,1,55,694,Y,P,SF,1,P,CA,2007,N,99.32534056,94.35907353,9,N,Foreclosed
94188,B,6.625,362000,360,80,2,24,597,Y,P,PU,1,P,TX,2006,N,95.96128729,76.76902983,1,N,Not Foreclosed
86398,R,7,155000,360,80,1,43,640,N,C,SF,1,P,VA,2006,N,99.54434839,79.63547871,1,N,Not Foreclosed
83937,C,7.125,45000,360,90,2,15,738,N,P,SF,1,I,TX,2006,N,89.69373333,80.72436,1,N,Not Foreclosed
201303,C,5.99,275000,360,80,2,20,764,N,R,PU,1,P,AZ,2008,N,95.83757455,76.67005964,1,N,Not Foreclosed
124938,B,6.625,97000,360,80,1,24,690,N,P,SF,1,P,KY,2006,N,96.13252577,76.90602062,1,N,Not Foreclosed
150863,R,7,174000,360,62,2,44,586,N,P,SF,1,P,CT,2006,N,100,62,1,N,Not Foreclosed
140431,R,6.375,228000,360,80,2,25,798,N,P,SF,1,P,OH,2006,N,92.13970614,73.71176491,1,N,Not Foreclosed
67888,R,6.625,113000,360,95,1,35,694,N,P,CO,1,S,GA,2006,N,96.90715044,92.06179294,9,N,Foreclosed
68633,R,6.5,183000,180,80,2,49,721,N,C,SF,1,P,PR,2006,N,32.67983607,26.14386885,1,N,Not Foreclosed
110561,C,6.5,372000,360,80,2,16,785,N,P,CO,1,P,SC,2006,N,99.26293548,79.41034839,1,N,Not Foreclosed
5355,R,5.375,300000,360,42,2,47,804,N,P,SF,1,P,MD,2005,N,1.670116667,0.701449,1,N,Not Foreclosed
230224,C,5.625,277000,322,77,2,32,687,N,R,PU,1,P,CO,2008,N,95.01731047,73.16332906,1,N,Not Foreclosed
1264,R,4.35,65000,180,39,1,23,789,N,R,SF,1,P,OH,2003,N,63.95638462,24.94299,1,N,Not Foreclosed
124048,R,6.75,93000,360,55,1,22,757,N,C,SF,1,P,FL,2006,N,97.66472043,53.71559623,1,N,Not Foreclosed
116711,R,6.625,193000,360,48,2,37,750,N,R,SF,1,I,CA,2006,N,94.29466839,45.26144083,1,N,Not Foreclosed
50600,R,6.25,128000,180,52,1,19,798,N,P,CO,1,P,PA,2006,N,78.22782031,40.67846655,1,N,Not Foreclosed
83614,C,6.5,136000,360,95,1,38,814,Y,P,SF,1,P,AR,2006,N,96.52431618,91.69810039,9,N,Foreclosed
237914,R,6.25,73000,180,46,1,26,802,N,R,SF,1,P,CO,2008,N,69.90550685,32.15653315,1,N,Not Foreclosed
18018,R,5.875,76000,360,80,2,49,738,N,P,SF,1,P,IL,2005,N,93.07782895,74.46226316,9,N,Foreclosed
185051,R,6.125,178000,180,19,1,32,783,N,R,SF,1,P,MI,2007,N,89.32006742,16.97081281,1,N,Not Foreclosed
245975,C,6.5,165000,360,65,1,47,628,N,C,SF,1,P,FL,2008,N,92.91869091,60.39714909,16,Y,Not Foreclosed
45450,C,6.25,190000,360,68,1,46,810,N,P,SF,1,P,IA,2006,N,96.36106842,65.52552653,1,N,Not Foreclosed
111714,R,6.125,501000,360,46,1,57,747,N,C,SF,1,P,HI,2006,N,97.19398802,44.70923448,1,N,Not Foreclosed
178314,R,6.5,220000,360,67,2,35,612,N,C,SF,1,P,NJ,2007,N,96.93093636,64.94372735,1,N,Not Foreclosed
174991,R,6.875,184000,360,90,2,35,621,N,C,SF,1,P,IN,2007,N,93.69614674,84.32653208,1,N,Not Foreclosed
120180,C,6.625,84000,360,80,1,28,804,Y,P,SF,1,P,IA,2006,N,94.51997619,75.61598095,1,N,Not Foreclosed
156669,R,6.5,40000,360,60,1,27,681,N,R,SF,1,P,NY,2007,N,97.5411,58.52466,1,N,Not Foreclosed
154280,B,6.75,400000,360,60,2,58,715,N,P,SF,1,P,NJ,2006,N,98.1828475,58.9097085,1,N,Not Foreclosed
38274,B,5.75,255000,360,41,2,63,651,N,R,PU,1,P,NY,2005,N,95.02617255,38.96073075,9,N,Foreclosed
77268,C,5.875,416000,360,63,2,56,670,N,C,SF,1,P,CA,2006,N,95.25866827,60.01296101,3,N,Foreclosed
40098,C,5.75,175000,180,64,1,44,751,N,R,PU,1,P,MO,2005,N,89.90134857,57.53686309,1,N,Not Foreclosed
3290,B,6.25,140000,360,79,1,52,727,N,C,SF,1,P,TN,2005,N,89.7396,70.894284,1,N,Not Foreclosed
261535,R,5.875,396000,360,70,2,43,755,N,C,SF,1,P,CA,2008,N,90.08123485,63.05686439,1,N,Not Foreclosed
122514,C,6.5,335000,360,80,1,51,682,Y,P,SF,1,P,NY,2006,N,95.36134328,76.28907463,1,N,Not Foreclosed
112573,C,6.5,300000,360,57,1,57,813,N,C,SF,1,P,CA,2006,N,95.97310333,54.7046689,1,N,Not Foreclosed
28221,R,5.375,270000,360,75,2,42,784,N,P,CO,1,S,FL,2005,N,44.66734074,33.50050556,1,N,Not Foreclosed
4400,R,5.875,162000,360,80,2,34,727,Y,P,SF,1,P,KS,2005,N,91.71133951,73.3690716,1,N,Not Foreclosed
151038,B,7.875,122000,360,90,1,41,685,N,C,SF,2,P,WI,2006,N,98.37753279,88.53977948,9,N,Foreclosed
84456,C,6.125,280000,360,67,2,25,800,N,C,SF,1,P,KY,2006,N,94.94271786,63.61162096,1,N,Not Foreclosed
40044,C,5.75,130000,360,90,1,49,725,N,C,SF,1,P,IN,2005,N,94.22322308,84.80090077,1,N,Not Foreclosed
203921,C,6.25,288000,360,80,2,23,759,N,C,SF,1,P,WI,2008,N,100,80,1,N,Not Foreclosed
41214,R,5.875,152000,360,58,2,45,597,N,P,SF,1,P,FL,2005,N,98.41816447,57.08253539,1,N,Not Foreclosed
223655,C,5.5,212000,360,90,2,24,764,Y,P,SF,1,P,IA,2008,N,96.37291509,86.73562358,1,N,Not Foreclosed
232457,R,6.125,220000,360,80,2,24,793,N,C,SF,1,P,AZ,2008,N,97.85135,78.28108,3,N,Foreclosed
130581,R,6.5,147000,360,68,2,28,768,N,P,SF,1,P,MT,2006,N,94.93334014,64.55467129,1,N,Not Foreclosed
116642,B,6.375,224000,360,70,2,42,624,N,C,SF,1,P,WA,2006,N,95.76977679,67.03884375,1,N,Not Foreclosed
163619,B,6.98,324000,360,90,1,39,739,N,C,SF,1,P,CA,2007,N,99.36506481,89.42855833,9,N,Foreclosed
197511,C,5.875,299000,360,49,1,28,698,N,R,SF,1,P,CA,2007,N,96.54186622,47.30551445,1,N,Not Foreclosed
246938,B,6.875,68000,360,79,2,39,687,N,C,SF,1,P,NM,2008,N,91.94708824,72.63819971,1,N,Not Foreclosed
228534,C,6,214000,360,79,1,27,682,N,C,SF,1,P,CA,2007,N,98.23821028,77.60818612,9,N,Foreclosed
204077,R,6.625,153000,360,93,2,53,633,Y,P,SF,1,P,WI,2007,N,98.91422876,91.99023275,1,N,Not Foreclosed
167036,R,6.75,120000,360,78,2,31,812,N,C,SF,1,P,AL,2007,N,97.45959167,76.01848152,1,N,Not Foreclosed
78502,B,6.5,228000,360,95,1,47,777,Y,P,CO,1,P,NJ,2006,N,95.21235965,90.45174167,15,N,Foreclosed
162394,C,6.625,200000,360,80,1,52,693,N,P,PU,1,P,NJ,2007,N,94.34831,75.478648,9,N,Not Foreclosed
106380,R,6.25,321000,180,80,1,64,787,N,R,SF,1,P,GA,2006,N,79.18523364,63.34818692,1,N,Not Foreclosed
92108,R,6,200000,360,80,2,42,779,N,P,SF,1,P,MN,2006,N,95.136395,76.109116,1,N,Not Foreclosed
181345,B,6.75,248000,360,90,2,55,731,N,R,SF,1,P,MN,2007,N,96.73772984,87.06395684,9,Y,Foreclosed
207130,C,5.75,310000,360,42,2,25,784,N,R,SF,1,P,MD,2008,N,97.92834516,41.12990497,1,N,Not Foreclosed
154792,B,6.5,417000,360,70,1,47,732,N,R,PU,1,P,CO,2007,N,96.37503118,67.46252182,1,Y,Not Foreclosed
235849,R,6.25,360000,360,90,2,46,748,Y,P,SF,1,P,CA,2008,N,96.35411111,86.7187,1,N,Not Foreclosed
186500,R,6.5,354000,360,70,2,32,768,N,C,CO,1,I,NJ,2007,N,96.81424859,67.76997401,1,N,Not Foreclosed
72709,C,5.875,304000,360,80,2,50,703,N,P,SF,1,P,FL,2006,N,94.10998026,75.28798421,3,N,Foreclosed
216662,R,6.375,67000,120,52,2,49,756,N,C,MH,1,P,SC,2008,N,74.89826866,38.9470997,1,N,Not Foreclosed
131836,C,6.375,242000,360,79,2,45,671,N,R,SF,1,P,WA,2006,N,92.3437686,72.9515772,9,N,Not Foreclosed
120810,R,7.25,77000,360,90,2,10,684,N,P,CO,1,I,FL,2006,N,96.14803896,86.53323506,9,N,Foreclosed
128675,R,6.375,159000,360,80,2,49,763,Y,P,SF,1,P,TN,2006,N,92.75272956,74.20218365,1,N,Not Foreclosed
228995,R,6.375,176000,360,80,2,36,679,N,C,SF,1,P,PA,2008,N,96.85364773,77.48291818,1,N,Not Foreclosed
204573,R,4.875,302000,180,56,1,51,729,N,R,SF,1,P,MI,2008,N,85.21673179,47.7213698,1,N,Not Foreclosed
84426,C,6.375,98000,360,53,1,37,626,N,C,SF,1,P,NJ,2006,N,94.94608163,50.32142326,15,N,Foreclosed
243382,C,7,385000,360,95,2,45,645,N,R,PU,1,P,GA,2008,N,101.3586571,96.29072429,3,Y,Not Foreclosed
164698,B,6.625,360000,360,72,1,44,691,N,C,SF,2,P,MA,2007,N,96.17233333,69.24408,9,N,Foreclosed
43911,R,5.5,239000,360,68,2,44,705,N,C,SF,1,P,CA,2005,N,99.00666109,67.32452954,1,N,Not Foreclosed
129680,C,6.625,308000,360,80,2,38,698,Y,P,SF,1,P,WI,2006,N,100,80,1,N,Not Foreclosed
17289,R,5.875,196000,240,80,2,30,743,N,P,SF,1,P,IL,2005,N,83.80693878,67.04555102,1,N,Not Foreclosed
181346,B,6.5,388000,360,79,2,50,638,N,C,SF,1,P,WA,2007,N,99.5430799,78.63903312,9,N,Foreclosed
115465,B,6.5,167000,360,70,1,51,665,N,C,SF,1,P,FL,2006,N,98.79683832,69.15778682,16,Y,Not Foreclosed
26561,R,5.75,280000,360,64,2,23,697,N,C,SF,1,P,CA,2005,N,87.27965,55.858976,1,N,Not Foreclosed
38158,R,6,224000,360,79,1,38,682,N,C,SF,1,P,NY,2005,N,96.32062054,76.09329022,15,N,Foreclosed
180494,C,6,252000,180,90,2,30,695,N,C,PU,1,P,KS,2007,N,82.16289286,73.94660357,1,N,Not Foreclosed
67915,B,6.5,252000,360,80,1,35,662,N,P,SF,1,P,AZ,2006,N,96.3033373,77.04266984,9,N,Foreclosed
211007,C,5.625,397000,360,70,2,33,770,N,C,SF,1,P,NJ,2008,N,96.68737783,67.68116448,1,N,Not Foreclosed
121715,R,7.25,147000,360,95,1,38,779,Y,P,SF,1,P,MI,2006,N,98.27140816,93.35783776,1,N,Not Foreclosed
239631,R,6.5,109000,360,90,1,43,737,Y,P,SF,1,P,LA,2008,N,95.29744037,85.76769633,1,N,Not Foreclosed
115630,B,6.75,121000,360,80,2,32,701,N,P,SF,1,P,WV,2006,N,98.0704876,78.45639008,1,N,Not Foreclosed
7128,C,5.625,202000,360,95,2,33,749,N,P,PU,1,P,FL,2005,N,96.30718317,91.49182401,3,N,Foreclosed
124018,R,6.75,85000,360,56,2,49,644,N,C,SF,1,P,IL,2006,N,99.29743529,55.60656376,1,N,Not Foreclosed
72489,C,6.375,250000,360,70,1,44,693,N,C,SF,1,P,NJ,2006,N,97.834852,68.48439641,1,N,Not Foreclosed
131153,R,6.625,174000,360,78,1,44,640,N,R,PU,1,P,SC,2006,N,95.24586207,74.29177241,9,N,Foreclosed
67680,B,6.125,417000,360,51,2,49,739,N,C,SF,1,P,AZ,2006,N,95.699,48.80649,9,N,Foreclosed
149978,C,6.5,116000,360,78,1,41,745,N,R,SF,1,P,NC,2006,N,98.19597414,76.59285984,9,N,Foreclosed
137080,R,6.6,125000,360,55,2,40,740,N,P,SF,1,P,WI,2006,N,93.949288,51.67210839,1,N,Not Foreclosed
80268,C,6.25,230000,360,53,2,39,671,N,C,SF,1,P,CT,2006,N,90.62146957,48.02937886,1,N,Not Foreclosed
198795,R,7.875,173000,360,90,2,45,644,N,C,PU,1,P,IL,2008,N,98.01262428,88.21136185,9,N,Foreclosed
203673,B,6.875,148000,360,77,2,44,577,N,R,SF,1,P,OR,2006,N,93.35508784,71.88341764,9,N,Not Foreclosed
22298,C,6,122000,240,80,2,37,696,N,P,SF,1,P,MO,2005,N,97.62705738,78.1016459,1,N,Not Foreclosed
232292,B,7,167000,360,65,1,54,634,N,C,SF,1,P,SC,2008,N,94.6581497,61.52779731,1,N,Not Foreclosed
13309,R,5.875,119000,360,80,2,48,771,Y,P,SF,1,P,MI,2005,N,89.01455462,71.2116437,1,N,Not Foreclosed
245155,B,6.375,80000,360,38,2,46,776,N,C,SF,2,I,NY,2008,N,87.9750125,33.43050475,1,N,Not Foreclosed
211350,B,6,175000,360,80,2,28,730,N,P,SF,1,S,CO,2007,N,100,80,1,N,Not Foreclosed
111686,B,7.625,164000,360,80,1,24,602,N,C,SF,1,P,CA,2006,N,98.54319512,78.8345561,9,N,Foreclosed
183839,R,6.625,248000,360,80,1,45,748,N,C,SF,1,P,IL,2007,N,97.12996371,77.70397097,9,N,Foreclosed
198518,R,5.75,130000,360,80,2,12,808,N,P,SF,1,P,KY,2008,N,98.43593846,78.74875077,1,N,Not Foreclosed
141620,R,6.75,104000,180,78,1,49,710,N,C,SF,1,P,MI,2006,N,68.79957692,53.66367001,1,N,Not Foreclosed
46214,C,6.375,124000,360,75,1,46,621,N,P,SF,1,P,SC,2006,N,93.90612903,70.42959679,1,N,Not Foreclosed
72698,R,6.5,96000,360,80,1,33,729,N,P,SF,1,S,OH,2006,N,61.923125,49.5385,1,N,Not Foreclosed
38561,R,6.5,30000,180,33,1,13,785,N,C,SF,1,P,OH,2005,N,5.324766667,1.757173,1,N,Not Foreclosed
187852,R,6.375,134000,360,80,1,40,661,N,C,SF,1,P,WA,2007,N,96.80764925,77.4461194,9,N,Foreclosed
110801,R,7.125,100000,360,44,1,26,671,N,C,CO,1,P,NJ,2006,N,98.60384,43.38568959,1,N,Not Foreclosed
228582,R,5.5,352000,240,80,2,39,799,N,P,PU,1,P,GA,2008,N,90.11913068,72.09530455,1,N,Not Foreclosed
2292,C,6.125,312000,360,80,2,56,691,N,C,SF,1,P,PA,2005,N,94.22182372,75.37745897,9,N,Foreclosed
165287,C,6.875,111000,360,89,1,42,680,N,C,SF,1,P,TN,2007,N,85.85397297,76.41003596,1,N,Not Foreclosed
63597,R,6.25,116000,360,95,1,51,749,Y,P,SF,1,P,MT,2006,N,96.10899138,91.30354178,1,N,Not Foreclosed
224216,R,5.875,169000,360,75,2,17,799,N,C,SF,1,P,MS,2008,N,97.27150888,72.95363166,9,N,Foreclosed
57103,R,6.375,300000,360,51,2,62,692,N,C,SF,1,P,CA,2006,N,91.14649333,46.4847116,16,Y,Not Foreclosed
53667,C,5.875,400000,360,80,2,40,740,N,C,SF,1,P,WA,2006,N,93.4681725,74.774538,1,N,Not Foreclosed
95011,R,6.625,175000,360,70,1,41,635,N,C,SF,1,P,FL,2006,N,95.39414286,66.7759,9,N,Foreclosed
199688,B,5.875,185000,360,53,1,49,713,N,C,CO,1,P,CA,2007,N,98.63678919,52.27749827,2,N,Foreclosed
207101,C,6.125,136000,360,63,1,57,597,N,P,CO,1,P,VA,2008,N,96.62589706,60.87431515,1,N,Not Foreclosed
102168,B,6.25,417000,360,70,1,50,627,N,C,SF,1,P,NM,2006,N,98.41506235,68.89054365,1,N,Not Foreclosed
173338,R,6.875,261000,360,87,1,25,785,N,R,SF,1,P,ME,2007,N,97.35781226,84.70129667,9,N,Foreclosed
182661,C,6.625,276000,360,81,2,31,659,N,R,SF,1,P,FL,2007,N,98.24319203,79.57698555,1,Y,Not Foreclosed
144151,C,6.375,200000,360,90,2,27,794,N,P,SF,1,P,GA,2006,N,93.32834,83.99550601,1,N,Not Foreclosed
64470,R,6.375,232000,360,80,1,42,718,Y,P,SF,1,P,NV,2006,N,95.06993966,76.05595172,9,N,Foreclosed
135999,C,6.875,136000,360,80,2,47,726,N,C,SF,1,P,MT,2006,N,96.28980147,77.03184118,1,N,Not Foreclosed
38864,C,6,48000,360,95,1,59,758,Y,P,SF,1,P,IL,2005,N,86.90714583,82.56178854,9,N,Foreclosed
149048,R,7.25,63000,360,86,2,48,727,N,P,SF,1,P,SD,2006,N,98.43312698,84.65248921,9,N,Foreclosed
112923,B,7.125,40000,360,48,2,58,700,N,C,SF,1,I,MO,2006,N,87.35755,41.931624,1,N,Not Foreclosed
94237,R,6.625,150000,360,60,1,28,769,N,P,SF,1,S,FL,2006,N,100,60,1,N,Not Foreclosed
99022,B,6.5,160000,360,42,2,39,664,N,C,SF,1,P,NY,2006,N,80.358225,33.7504545,1,N,Not Foreclosed
37438,R,5.75,191000,360,80,2,48,639,N,P,SF,1,P,NY,2005,N,90.0184712,72.01477696,1,N,Not Foreclosed
150160,C,6.375,207000,360,75,1,45,733,N,P,CO,1,S,CA,2006,N,94.19057971,70.64293478,2,N,Not Foreclosed
178392,C,6.375,360000,360,90,1,48,728,N,R,SF,1,P,UT,2007,N,98.75405833,88.8786525,9,N,Foreclosed
38002,R,6,65000,240,81,2,31,788,Y,P,SF,1,P,PR,2005,N,80.04941538,64.84002646,1,N,Not Foreclosed
138696,C,7.25,51000,360,44,1,24,750,N,C,SF,1,P,MN,2006,N,110.942,48.81448,9,Y,Not Foreclosed
186896,C,6.75,346000,360,80,2,37,619,Y,P,SF,1,P,MA,2007,N,100,80,1,N,Not Foreclosed
223672,C,6.125,405000,360,90,1,39,682,N,P,SF,1,P,NJ,2008,N,92.97322222,83.6759,1,N,Not Foreclosed
169342,B,6.75,164000,360,51,1,50,713,N,C,SF,1,P,NY,2007,N,98.32347561,50.14497255,1,N,Not Foreclosed
99810,C,6.375,134000,360,79,2,37,713,N,C,SF,1,P,AZ,2006,N,95.89173134,75.75446775,9,N,Foreclosed
119213,C,6.875,170000,360,80,2,27,635,N,P,SF,1,P,FL,2006,N,99.13788235,79.31030588,1,N,Not Foreclosed
193106,C,6.5,134000,360,79,2,23,748,N,C,SF,1,P,KY,2007,N,97.47526866,77.00546222,1,N,Not Foreclosed
221364,C,5.75,360000,360,80,1,44,741,N,C,PU,1,P,TX,2008,N,94.08841944,75.27073556,1,N,Not Foreclosed
23627,R,5.5,305000,360,70,1,37,714,N,C,SF,1,P,CA,2005,N,84.39291475,59.07504033,1,N,Not Foreclosed
106648,R,7,90000,360,90,1,23,677,N,C,SF,1,P,CO,2006,N,97.51981111,87.76783,9,N,Foreclosed
130081,C,6.75,225000,360,60,2,40,599,N,C,SF,1,P,FL,2006,N,108.9339111,65.36034667,3,Y,Foreclosed
179905,R,6.875,315000,360,78,1,28,779,N,R,SF,1,P,NY,2007,N,95.80930794,74.7312602,1,N,Not Foreclosed
237240,C,5.75,90000,180,27,1,51,681,Y,P,CO,1,P,NY,2008,N,0.000955556,0.000258,1,N,Not Foreclosed
11964,C,5.875,288000,360,80,1,47,678,N,P,SF,1,S,CA,2005,N,93.08352431,74.46681944,3,N,Foreclosed
