LOANID,ORIG_CHN,ORIG_RT,ORIG_AMT,ORIG_TRM,OLTV,NUM_BO,DTI,CSCORE_B,FTHB_FLG,PURPOSE,PROP_TYP,NUM_UNIT,OCC_STAT,STATE,VinYr,RELOCATION_FLG,LAST_UPB_LOANAMT_PERCENT1,LAST_UPB_ORIG_VAL_PERCENT,Zero.Bal.Code,MOD_FLAG,FCC_FLC
121134,R,6.5,185000,360,80,2,31,621,N,P,PU,1,P,AZ,2006,N,97.58636216,78.06908973,9,N,Foreclosed
106960,C,6.625,259000,360,70,2,32,673,N,C,SF,1,P,FL,2006,N,95.16601544,66.61621081,9,N,Foreclosed
184362,C,6.5,417000,360,62,1,34,650,N,R,SF,1,P,CA,2007,N,88.15947002,54.65887141,1,N,Not Foreclosed
90271,C,6.375,263000,360,70,2,39,787,N,C,SF,1,P,CO,2006,N,77.83058935,54.48141255,1,N,Not Foreclosed
188306,C,7.75,167000,360,90,1,33,692,N,P,SF,1,P,MI,2007,N,97.27036527,87.54332872,9,N,Foreclosed
175818,B,6.5,304000,360,95,2,38,697,N,R,PU,1,P,NV,2007,N,108.0836875,102.6795031,9,Y,Foreclosed
137163,C,6.5,157000,360,78,1,35,767,N,P,SF,1,P,AR,2006,N,99.07361783,77.2774219,1,N,Not Foreclosed
69634,R,6.5,250000,360,44,2,31,743,N,R,SF,1,P,MS,2006,N,96.417252,42.42359088,1,N,Not Foreclosed
42849,C,5.875,198000,360,63,2,21,654,N,C,PU,1,P,FL,2005,N,84.28970707,53.10251545,1,N,Not Foreclosed
194173,C,5.99,144000,360,88,1,44,674,N,R,SF,1,P,MD,2007,N,97.55717361,85.85031278,9,N,Foreclosed
228068,B,6.5,340000,360,76,1,50,700,N,C,SF,1,P,FL,2007,N,98.73682647,75.03998812,9,N,Foreclosed
136124,R,6.5,155000,360,73,2,39,767,N,P,SF,1,P,OH,2006,N,96.95736774,70.77887846,1,N,Not Foreclosed
72890,C,6.875,183000,360,74,2,51,610,N,C,SF,1,P,NJ,2006,N,95.87884153,70.95034273,3,N,Foreclosed
158256,B,6.375,196000,360,80,1,50,813,N,P,SF,1,P,CA,2007,N,93.85289286,75.08231429,1,N,Not Foreclosed
67706,B,6.375,186000,360,75,1,40,677,N,C,PU,1,I,AZ,2005,N,96.31720968,72.23790726,3,N,Foreclosed
133330,B,6.875,135000,360,57,2,24,622,N,C,SF,1,P,VA,2006,N,97.05842963,55.32330488,9,N,Foreclosed
260801,B,6.875,100000,360,80,2,46,816,N,P,SF,1,I,KY,2008,N,96.54845,77.23876,1,N,Not Foreclosed
157457,B,6.875,198000,360,90,2,39,717,N,P,MH,1,S,CA,2007,N,98.5964697,88.73682273,9,N,Foreclosed
248470,R,5.75,111000,180,49,2,33,591,N,C,SF,1,P,OH,2008,N,80.69340541,39.53976865,1,N,Not Foreclosed
105683,R,7,288000,360,80,1,57,628,N,P,SF,1,P,FL,2006,N,96.78761111,77.43008889,9,N,Foreclosed
174410,C,6.125,218000,360,70,2,31,747,N,C,SF,1,P,MO,2007,N,98.03086697,68.62160689,1,N,Not Foreclosed
198182,B,7,66000,360,75,1,52,662,N,C,SF,1,I,VA,2007,N,98.76625758,74.07469318,3,N,Foreclosed
27356,C,6.375,149000,360,33,2,24,789,N,R,SF,1,P,NV,2005,N,90.98912752,30.02641208,1,N,Not Foreclosed
258008,C,5.5,300000,360,80,1,49,777,N,C,PU,1,P,CO,2008,N,96.25238333,77.00190667,1,N,Not Foreclosed
169867,B,6.375,402000,360,83,2,43,649,N,C,SF,1,P,CA,2007,N,99.07255473,82.23022042,9,N,Foreclosed
19085,R,6.875,351000,360,80,2,54,758,N,P,SF,1,P,CA,2005,N,100,80,1,N,Not Foreclosed
198350,B,5.25,200000,360,69,2,44,775,N,C,SF,1,P,PA,2008,N,96.612815,66.66284235,1,N,Not Foreclosed
179803,C,6.875,124000,360,80,2,10,694,N,C,SF,1,I,OR,2007,N,96.95781452,77.56625161,9,N,Foreclosed
230442,R,6.125,267000,360,88,1,64,659,N,C,SF,1,P,NC,2008,N,98.48877154,86.67011895,9,N,Foreclosed
27480,R,5.7,90000,360,65,1,33,812,N,P,CO,1,P,WI,2005,N,80.89654444,52.58275389,1,N,Not Foreclosed
67451,C,5.875,223000,360,78,2,56,726,N,C,PU,1,P,NV,2006,N,95.68313004,74.63284143,9,N,Foreclosed
28882,B,5.5,206000,360,80,1,51,761,N,R,CO,1,P,MA,2005,N,94.13272816,75.30618252,15,N,Foreclosed
69270,B,6.5,81000,360,50,1,52,610,N,R,SF,1,P,FL,2006,N,96.73161728,48.36580864,9,N,Foreclosed
219514,C,6.375,348000,360,80,2,41,715,N,P,SF,1,P,TX,2007,N,94.34755172,75.47804138,1,N,Not Foreclosed
157621,C,6.375,175000,360,69,1,45,771,N,C,CO,1,P,AZ,2007,N,94.35060571,65.10191794,1,N,Not Foreclosed
49170,C,6.25,142000,360,80,2,30,710,N,P,PU,1,P,KS,2006,N,95.99505634,76.79604507,1,N,Not Foreclosed
130709,B,7.875,321000,360,88,2,34,645,N,C,SF,1,P,VA,2006,N,95.21612773,83.79019239,9,N,Foreclosed
61279,R,6.125,260000,360,68,2,32,613,N,R,PU,1,P,FL,2006,N,94.85208077,64.49941492,9,N,Foreclosed
76448,C,6.5,206000,360,80,2,26,696,Y,P,PU,1,P,AZ,2006,N,96.34475728,77.07580583,2,N,Foreclosed
94867,C,6.875,96000,360,89,1,42,717,N,R,PU,1,I,TX,2006,N,95.28683333,84.8052817,9,N,Foreclosed
36705,C,5.75,114000,180,80,2,17,714,N,C,SF,1,P,MO,2005,N,30.24794737,24.19835789,1,N,Not Foreclosed
7399,B,5.875,144000,360,73,2,41,750,N,R,SF,1,P,PA,2005,N,98.04148611,71.57028486,1,N,Not Foreclosed
141181,B,6.5,347000,360,90,1,29,704,N,P,CO,1,P,GA,2006,N,97.34281844,87.60853659,9,N,Foreclosed
225365,C,6.375,314000,360,78,2,53,793,N,P,CO,1,S,SC,2008,N,97.60476433,76.13171618,6,N,Not Foreclosed
75699,C,6.25,232000,360,95,2,46,652,Y,P,SF,1,P,NJ,2006,N,96.7080431,91.87264095,2,N,Foreclosed
257688,R,5.25,139000,360,80,1,49,758,N,P,PU,1,S,TX,2008,N,78.80218705,63.04174964,1,N,Not Foreclosed
92358,R,7,33000,360,80,2,39,711,N,R,SF,1,I,GA,2006,N,96.05172727,76.84138182,15,N,Foreclosed
169306,B,6.875,211000,360,90,1,25,806,N,P,SF,1,I,OR,2007,N,100,90.00000002,1,N,Not Foreclosed
192884,C,6.625,164000,360,55,1,44,756,N,C,SF,1,P,OR,2007,N,100.3955427,55.21754847,1,Y,Not Foreclosed
171909,B,7.375,92000,360,75,1,45,691,N,C,SF,1,I,MI,2007,N,98.90884783,74.18163585,9,N,Foreclosed
245626,C,6,69000,360,44,2,26,686,N,C,SF,1,P,MT,2008,N,96.27969565,42.36306609,1,N,Not Foreclosed
197746,R,6.125,176000,180,80,1,39,625,N,C,SF,1,P,PA,2008,N,91.9609375,73.56875,3,Y,Foreclosed
50984,R,6.5,388000,360,73,1,49,728,N,C,SF,1,P,FL,2006,N,77.38885825,56.49386652,1,Y,Not Foreclosed
47083,C,6,400000,360,49,2,47,768,N,P,SF,1,P,VA,2006,N,95.6734,46.879966,1,N,Not Foreclosed
36672,R,5.375,130000,360,22,2,13,790,N,R,SF,1,P,HI,2005,N,90.34965385,19.87692385,1,N,Not Foreclosed
141205,B,7.375,140000,360,76,1,30,657,N,R,SF,2,I,WI,2006,N,97.0319,73.74424401,9,N,Foreclosed
17641,C,4.875,127000,180,64,2,16,792,N,C,SF,1,P,UT,2005,N,26.7826378,17.14088819,1,N,Not Foreclosed
66339,B,6.625,260000,360,64,1,33,724,N,C,SF,1,P,NY,2006,N,96.34996154,61.66397538,1,N,Not Foreclosed
26751,C,5.75,160000,360,79,2,45,664,N,C,SF,1,P,KY,2005,N,90.59759375,71.57209906,1,N,Not Foreclosed
140093,R,6.75,330000,360,80,2,41,705,Y,P,CO,1,P,NJ,2006,N,93.63324848,74.90659879,1,N,Not Foreclosed
61026,R,6.25,218000,360,74,2,54,691,N,C,SF,1,S,WA,2006,N,88.4696422,65.46753523,1,N,Not Foreclosed
132015,C,6.375,125000,360,70,1,32,666,N,C,CO,1,P,AZ,2006,N,95.945496,67.16184719,9,N,Foreclosed
45611,R,6.375,250000,360,58,2,32,734,N,C,SF,1,P,CA,2006,N,92.065148,53.39778583,1,N,Not Foreclosed
15212,R,6.5,180000,360,79,1,52,644,N,C,SF,1,P,CA,2005,N,96.56568333,76.28688983,9,N,Foreclosed
239499,R,6.25,305000,360,69,2,50,621,N,R,PU,1,P,FL,2008,N,96.79671475,66.78973318,6,N,Not Foreclosed
95620,B,6.5,359000,360,90,1,50,751,N,P,PU,1,S,FL,2006,N,97.62620613,87.86358551,9,N,Foreclosed
64366,C,6.875,300000,360,78,2,35,810,N,C,SF,1,P,NJ,2006,N,92.39938333,72.071519,1,N,Not Foreclosed
66474,B,6.75,130000,360,73,1,39,600,N,C,SF,1,P,NJ,2006,N,94.35107692,68.87628615,9,N,Not Foreclosed
213870,C,5.875,182000,360,90,1,33,723,N,P,PU,1,P,TX,2007,N,91.97795055,82.78015549,1,N,Not Foreclosed
177380,B,7.75,235000,360,74,2,42,670,N,C,SF,2,I,FL,2007,N,99.64158723,73.73477455,9,N,Foreclosed
16012,R,5.625,158000,360,53,2,28,790,N,C,SF,1,P,OR,2005,N,92.45988608,49.00373962,2,N,Foreclosed
27742,C,6.25,168000,360,90,1,56,798,N,P,CO,1,I,NV,2005,N,98.686875,88.8181875,1,N,Not Foreclosed
83069,C,6.5,208000,360,80,1,17,695,N,C,SF,1,P,AZ,2006,N,95.4073125,76.32585,9,N,Foreclosed
112186,R,6.375,200000,360,50,1,17,699,N,C,SF,1,P,IL,2006,N,96.728095,48.3640475,9,N,Foreclosed
221513,C,5.875,185000,360,95,2,52,762,N,P,SF,1,P,KY,2007,Y,94.10517838,89.39991946,1,N,Not Foreclosed
65956,C,5.75,70000,360,79,1,40,641,N,P,SF,1,P,MS,2006,N,18.59192857,14.68762357,1,N,Not Foreclosed
158383,R,6.625,174000,360,67,1,40,642,N,C,SF,1,P,FL,2007,N,99.2804023,66.51786955,3,N,Foreclosed
226557,C,5.99,289000,360,70,1,45,724,N,C,SF,1,P,NH,2007,N,85.97683045,60.18378131,1,N,Not Foreclosed
258135,B,6.375,262000,360,90,2,43,677,N,R,SF,1,P,OR,2008,N,98.31640458,88.48476412,9,N,Foreclosed
198629,C,6.25,271000,360,80,1,45,665,N,C,CO,1,P,MA,2008,N,98.00545387,78.4043631,1,N,Not Foreclosed
255779,B,6,211000,360,90,1,49,781,N,R,PU,1,P,IL,2008,N,79.12651659,71.21386493,1,Y,Not Foreclosed
203580,B,7,116000,360,80,1,63,672,N,P,SF,1,I,FL,2007,N,96.68189655,77.34551724,9,N,Foreclosed
87611,C,6,67000,180,79,1,40,700,N,P,SF,1,S,MI,2006,N,87.35092537,69.00723105,9,N,Foreclosed
113653,C,6.875,233000,360,95,2,34,597,Y,P,PU,1,P,IL,2006,N,95.66705579,90.883703,9,N,Foreclosed
246029,R,6.5,729000,360,54,1,16,738,Y,P,SF,1,P,NJ,2008,N,98.196,53.02584,1,N,Not Foreclosed
75779,R,6.25,120000,180,49,2,10,799,N,R,SF,1,P,MS,2006,N,18.156175,8.896525749,1,N,Not Foreclosed
164055,C,5.75,25000,180,12,1,16,798,N,C,SF,1,P,IA,2007,N,0.57768,0.0693216,1,N,Not Foreclosed
190014,R,6,112000,360,79,1,36,669,N,C,PU,1,P,ID,2007,N,83.73123214,66.14767339,1,N,Not Foreclosed
99699,C,6,60000,360,38,2,18,819,Y,P,SF,1,P,LA,2006,N,0.757183333,0.287729667,1,N,Not Foreclosed
226305,B,7.375,456000,360,78,1,44,719,Y,P,SF,3,P,NJ,2007,N,98.36438596,76.72422105,3,N,Foreclosed
104944,C,6.5,170000,180,80,1,29,709,N,R,PU,1,P,TX,2006,N,64.35576471,51.48461176,1,N,Not Foreclosed
1747,C,5.75,280000,360,80,2,46,728,N,C,SF,1,P,MA,2005,N,98.04211429,78.43369143,1,N,Not Foreclosed
265054,B,6.5,119000,360,43,1,61,657,N,C,SF,1,P,AZ,2008,N,98.26987395,42.2560458,9,N,Foreclosed
70313,C,6.375,173000,360,51,1,34,736,N,P,SF,1,P,CA,2006,N,94.06451445,47.97290237,9,N,Foreclosed
143451,R,6.75,31000,180,21,2,23,816,N,P,CO,1,P,IL,2006,N,24.51222581,5.14756742,1,N,Not Foreclosed
19703,B,6.25,205000,360,52,2,46,686,N,C,PU,1,P,FL,2005,N,99.12803902,51.54658029,1,N,Not Foreclosed
213979,C,7.375,272000,360,90,2,44,628,N,C,SF,1,P,CA,2007,N,98.65215074,88.78693566,9,N,Foreclosed
129154,R,7.375,58000,360,70,1,38,725,N,C,SF,1,I,IN,2006,N,97.94136207,68.55895345,9,N,Foreclosed
179234,C,6.11,92000,360,80,1,40,758,Y,P,SF,1,P,NM,2007,N,90.10266304,72.08213043,1,N,Not Foreclosed
174731,R,4.875,85000,180,34,2,11,773,N,C,SF,1,P,CA,2007,N,47.72494118,16.22648,1,N,Not Foreclosed
258689,R,6.875,65000,360,90,1,36,691,N,P,SF,1,P,MI,2008,N,94.74210769,85.26789692,1,N,Not Foreclosed
241,C,5.25,10000,180,7,1,37,789,Y,P,SF,1,P,AL,2005,N,0.9964,0.069748,1,N,Not Foreclosed
242585,B,7.25,74000,360,97,1,36,769,Y,P,SF,1,P,TX,2008,N,91.15004054,88.41553932,1,N,Not Foreclosed
156852,R,6.75,236000,360,80,2,15,770,N,R,PU,1,I,NV,2007,N,96.78395339,77.42716271,9,N,Foreclosed
110654,B,6.5,91000,360,95,1,43,716,N,R,SF,1,P,TN,2006,N,90.81143956,86.27086759,1,N,Not Foreclosed
141111,R,6.875,104000,360,95,2,34,737,N,P,SF,1,P,IN,2006,N,98.02728846,93.12592405,1,N,Not Foreclosed
155547,C,7.75,106000,360,90,2,27,630,N,C,SF,1,P,NC,2007,N,98.52281132,88.67053017,9,N,Foreclosed
147932,B,6.75,102000,360,80,2,42,648,N,C,SF,1,P,KY,2006,N,99.23958824,79.39167059,1,N,Not Foreclosed
27581,R,5.75,283000,360,80,1,40,780,Y,P,PU,1,P,FL,2005,N,96.82332509,77.45866007,9,N,Foreclosed
33713,B,5.375,284000,240,80,2,55,714,N,C,SF,1,P,IL,2005,N,93.85276761,75.08221408,1,N,Not Foreclosed
102953,R,5.75,260000,360,80,1,48,736,N,P,SF,1,P,NY,2006,N,91.77444231,73.41955385,1,N,Not Foreclosed
152874,R,6.75,157000,360,73,2,43,673,N,C,SF,1,P,FL,2006,N,96.29449682,70.29498266,9,N,Foreclosed
210977,R,5.5,207000,180,90,2,55,767,N,C,SF,1,P,IN,2007,N,87.78405797,79.00565217,9,N,Foreclosed
19267,C,5.875,229000,360,80,2,32,617,N,C,PU,1,P,NV,2005,N,93.8969738,75.11757904,2,N,Foreclosed
209507,B,6.5,323000,360,76,2,35,726,N,C,CO,1,P,CA,2007,N,106.6827028,81.07885412,3,Y,Foreclosed
230495,C,6.375,194000,360,80,1,37,711,Y,P,CO,1,P,MI,2008,N,98.89057732,79.11246186,1,N,Not Foreclosed
17845,C,5.625,136000,360,80,1,29,809,N,P,SF,1,P,TN,2005,N,89.28984559,71.43187647,1,N,Not Foreclosed
9162,C,5.625,229000,360,79,1,41,645,N,C,SF,1,P,CO,2005,N,98.79604367,78.0488745,1,N,Not Foreclosed
232280,C,6.5,302000,360,94,2,48,808,N,P,PU,1,P,GA,2008,N,100,94,1,N,Not Foreclosed
37271,C,5.875,328000,360,75,2,24,723,N,P,PU,1,P,CO,2005,N,92.31157317,69.23367988,1,N,Not Foreclosed
150259,C,6.75,400000,360,52,1,54,771,N,P,CO,1,S,HI,2006,N,83.74573,43.5477796,1,N,Not Foreclosed
147996,R,6.875,307000,360,74,2,52,718,N,C,PU,1,P,FL,2006,N,94.6297557,70.02601921,1,N,Not Foreclosed
50329,R,6,400000,360,80,2,44,657,N,P,PU,1,P,AZ,2006,N,100.683295,80.546636,9,Y,Foreclosed
196089,R,6.375,60000,360,80,2,38,802,N,R,SF,2,I,MI,2008,N,20.77663333,16.62130667,1,N,Not Foreclosed
85829,B,6.25,57000,180,46,1,37,620,N,R,SF,1,P,PA,2006,N,63.82349123,29.35880596,1,N,Not Foreclosed
18990,R,5.75,116000,360,79,1,31,763,N,R,PU,1,P,NC,2005,N,81.70083621,64.5436606,1,N,Not Foreclosed
28817,R,5.75,239000,360,61,1,52,581,N,C,SF,1,P,NY,2005,N,99.15060251,60.48186753,1,N,Not Foreclosed
149137,R,6.5,415000,180,53,2,20,723,N,R,SF,1,P,CA,2006,N,90.20135181,47.80671646,1,N,Not Foreclosed
178927,B,6.375,371000,360,78,1,47,764,N,R,SF,1,P,CA,2007,N,99.14847978,77.33581424,9,N,Foreclosed
210107,R,6.625,184000,360,85,1,30,659,N,C,PU,1,P,MD,2008,N,102.0610435,86.75188696,9,Y,Not Foreclosed
51426,R,6.8,150000,360,52,1,46,624,N,R,SF,1,P,CA,2006,N,105.3098267,54.76110986,9,Y,Foreclosed
40472,C,5.25,170000,180,58,2,63,790,N,C,SF,1,P,IL,2005,N,60.77629412,35.25025059,1,N,Not Foreclosed
46000,R,6.75,164000,360,80,1,49,692,N,C,CP,1,P,NY,2006,N,93.87932317,75.10345854,1,N,Not Foreclosed
222019,R,6,126000,360,80,1,23,627,N,C,SF,1,P,GA,2008,N,98.4243254,78.73946032,9,N,Foreclosed
11392,C,5.75,180000,360,80,2,31,672,N,C,SF,1,P,IL,2005,N,93.22364444,74.57891556,3,N,Foreclosed
241382,B,6.5,359000,360,95,1,49,809,N,P,SF,1,P,NY,2008,N,97.27757939,92.41370042,1,N,Not Foreclosed
79369,R,6.125,177000,360,69,1,62,705,N,C,SF,1,P,OR,2006,N,91.72174576,63.28800458,3,N,Not Foreclosed
130790,C,6.5,236000,240,79,2,63,667,N,R,SF,1,P,IL,2006,N,94.32345763,74.51553153,9,N,Foreclosed
257009,R,6.625,185000,360,90,1,29,679,Y,P,SF,1,P,GA,2008,N,99.46428649,89.51785784,9,N,Foreclosed
60579,C,6.75,161000,360,55,1,47,664,N,C,SF,1,P,FL,2006,N,97.49059006,53.61982454,2,N,Foreclosed
200761,R,6.375,300000,360,75,2,38,787,N,P,SF,2,I,CA,2008,N,69.20953667,51.9071525,1,N,Not Foreclosed
226588,C,5.875,295000,360,63,1,37,687,N,R,SF,1,P,GA,2007,N,97.73218644,61.57127746,9,N,Foreclosed
237899,B,6.25,148000,360,94,2,35,739,N,R,SF,1,P,PA,2008,N,96.25341892,90.47821378,1,N,Not Foreclosed
90351,B,6,344000,360,80,2,53,692,N,C,SF,1,P,OR,2006,N,95.01699709,76.01359767,1,N,Not Foreclosed
75889,R,6.5,323000,360,60,2,51,749,N,R,CO,1,I,NV,2006,N,96.86441176,58.11864706,9,N,Foreclosed
208462,R,6.375,254000,360,81,2,55,764,N,P,SF,1,P,SC,2008,N,98.79786614,80.02627157,1,N,Not Foreclosed
145013,C,6.5,152000,360,80,2,45,778,Y,P,CO,1,P,TX,2006,N,91.47917105,73.18333684,1,N,Not Foreclosed
59054,C,6.5,112000,360,68,1,48,638,N,C,PU,1,P,FL,2006,N,97.79196429,66.4985357,9,N,Foreclosed
90999,R,6.5,207000,360,80,1,20,635,N,P,PU,1,P,GA,2006,N,96.501657,77.2013256,2,N,Foreclosed
175121,R,7,108000,360,90,1,44,680,N,C,SF,1,P,LA,2007,N,93.45542593,84.10988333,9,N,Foreclosed
133431,C,6.5,49000,360,56,1,42,572,N,C,SF,1,P,OH,2006,N,94.83306122,53.10651429,9,N,Foreclosed
178375,C,6.375,355000,360,72,2,56,789,Y,P,SF,1,P,NY,2007,N,94.57590986,68.09465509,1,N,Not Foreclosed
211435,C,6.375,222000,360,74,1,58,778,N,R,CO,1,P,NH,2007,N,100,74,1,N,Not Foreclosed
208897,B,5.875,130000,360,62,2,49,756,N,C,SF,1,P,UT,2008,N,97.48669231,60.44174923,9,N,Foreclosed
64937,R,6.75,130000,360,70,2,34,657,N,R,SF,1,I,FL,2006,N,96.14986154,67.30490308,9,N,Foreclosed
43741,C,6.375,200000,360,75,1,52,679,N,C,SF,1,P,TX,2005,N,75.118345,56.33875875,1,N,Not Foreclosed
21847,C,5.875,148000,360,78,2,35,716,N,R,SF,1,P,IL,2005,N,87.75789189,68.45115568,1,N,Not Foreclosed
241875,C,7.25,298000,360,80,1,48,725,N,R,SF,1,P,IL,2008,N,98.77902685,79.02322148,9,N,Foreclosed
259028,R,6.375,50000,240,64,1,22,786,N,R,SF,1,P,OH,2008,N,70.9956,45.437184,1,N,Not Foreclosed
241763,C,5.875,87000,180,20,2,35,801,N,C,SF,1,P,NC,2008,N,87.96909195,17.59381839,1,N,Not Foreclosed
168425,C,6.625,185000,360,57,1,29,601,N,C,SF,1,P,WA,2007,N,93.09663243,53.06508049,1,N,Not Foreclosed
235769,R,5.75,230000,180,63,2,49,784,N,C,SF,1,P,IL,2008,N,93.79441304,59.09048022,1,N,Not Foreclosed
115678,B,6.75,200000,360,63,2,32,801,N,P,SF,1,P,OK,2006,N,13.589135,8.561155049,1,N,Not Foreclosed
17617,B,5.875,122000,360,80,1,33,806,N,P,CO,1,P,FL,2005,N,93.48640984,74.78912787,9,N,Foreclosed
97495,C,6.375,195000,360,68,2,41,663,N,C,PU,1,P,SC,2006,N,96.55851795,65.6597922,9,N,Foreclosed
120438,C,6.625,300000,360,76,2,41,807,N,P,SF,1,P,MI,2006,N,92.48595667,70.28932707,1,N,Not Foreclosed
144253,R,6.375,320000,360,50,2,52,644,Y,P,PU,1,P,VA,2006,N,91.6235125,45.81175625,1,N,Not Foreclosed
37887,R,5.25,311000,360,80,2,32,735,N,C,SF,1,P,CA,2005,N,95.59966559,76.47973248,3,N,Foreclosed
38565,C,5.875,114000,360,80,1,26,722,N,P,CO,1,P,FL,2005,N,93.59714912,74.8777193,9,N,Foreclosed
224887,R,6.125,160000,360,80,2,57,809,N,P,SF,1,P,FL,2008,N,94.7285875,75.78287,1,N,Not Foreclosed
74586,B,6.5,140000,360,63,1,21,778,N,C,SF,1,P,CT,2006,N,96.26908571,60.64952401,1,N,Not Foreclosed
74923,C,6.125,141000,360,72,2,35,682,N,R,SF,1,P,NJ,2006,N,92.93250355,66.91140256,15,N,Not Foreclosed
20998,C,5.75,168000,360,80,2,47,763,N,P,SF,1,P,NM,2005,N,84.79063095,67.83250476,1,N,Not Foreclosed
68799,C,6.2,124000,360,95,1,60,734,Y,P,CO,1,P,MN,2006,N,91.80745161,87.21707903,9,N,Not Foreclosed
154664,C,6.125,166000,360,30,2,40,786,N,C,SF,1,P,CA,2007,N,97.93977108,29.38193133,1,N,Not Foreclosed
155714,B,6.25,200000,360,58,1,55,644,N,C,PU,1,P,NY,2007,N,94.787555,54.9767819,1,Y,Not Foreclosed
207415,C,5.5,131000,240,48,1,25,794,N,R,CO,1,P,CO,2008,N,84.46459542,40.5430058,1,N,Not Foreclosed
208549,R,5.375,350000,360,78,2,28,806,N,C,SF,1,P,VA,2008,N,93.4302,72.875556,1,N,Not Foreclosed
49286,R,6.25,238000,360,79,1,30,619,N,R,PU,1,P,AZ,2006,N,94.84080672,74.92423731,2,N,Foreclosed
91416,R,6.75,346000,360,77,2,31,715,N,C,SF,1,P,AL,2006,N,94.97604046,73.13155115,9,N,Foreclosed
152885,B,6.625,175000,360,80,1,28,646,N,P,CO,1,P,MI,2006,N,92.97710286,74.38168229,1,N,Not Foreclosed
176037,C,7.875,71000,360,90,1,24,769,N,P,SF,1,I,AL,2007,N,93.86971831,84.48274648,1,N,Not Foreclosed
33368,R,6.5,51000,360,73,2,43,703,N,R,SF,1,I,WA,2005,N,93.58305882,68.31563294,1,N,Not Foreclosed
196758,B,6.25,240000,360,80,2,49,778,N,P,PU,1,I,CA,2008,N,93.59417083,74.87533667,1,N,Not Foreclosed
116687,C,7,200000,360,74,1,39,659,N,C,SF,1,P,MI,2006,N,98.72231,73.05450939,1,N,Not Foreclosed
79416,R,6.875,360000,360,43,2,27,793,N,C,SF,1,P,CA,2006,N,100,43,1,N,Not Foreclosed
230336,C,4.875,340000,180,62,1,55,771,N,R,SF,1,P,WI,2008,N,94.56529118,58.63048053,1,N,Not Foreclosed
247619,R,6.875,220000,360,80,1,35,791,N,C,PU,1,P,IL,2008,N,100,80,1,N,Not Foreclosed
257792,B,6.125,240000,360,42,3,57,687,N,C,SF,2,P,NY,2008,N,97.95887083,41.14272575,1,N,Not Foreclosed
193892,R,5.5,103000,120,63,2,34,727,N,R,SF,1,P,IN,2008,N,87.52024272,55.13775291,1,N,Not Foreclosed
200699,B,6.5,200000,360,90,2,62,776,N,P,CO,1,I,SC,2007,N,98.910785,89.0197065,9,N,Foreclosed
184697,B,5.625,250000,180,54,1,21,800,Y,P,PU,1,P,TX,2007,N,93.349268,50.40860472,1,N,Not Foreclosed
127852,R,6.875,245000,360,80,2,40,713,N,C,PU,1,P,NV,2006,N,96.48989388,77.1919151,9,N,Foreclosed
61291,R,6.5,187000,360,84,1,39,660,N,C,SF,1,P,FL,2006,N,97.99859358,82.31881862,9,N,Foreclosed
69606,B,6.525,302000,360,90,2,57,752,Y,P,PU,1,P,IL,2006,N,95.51522517,85.96370264,9,N,Foreclosed
74441,R,6.375,102000,360,67,2,54,747,N,C,SF,1,P,MI,2006,N,95.00215686,63.65144509,9,N,Foreclosed
141459,B,6.375,355000,360,80,2,27,751,Y,P,CO,1,P,CT,2006,N,91.55841408,73.24673127,1,N,Not Foreclosed
111326,C,5.99,400000,360,80,2,54,797,Y,P,PU,1,P,CO,2006,N,96.1689625,76.93517,1,N,Not Foreclosed
198856,R,6.5,259000,360,85,2,54,751,N,R,SF,1,P,NC,2008,N,95.38466409,81.07696448,1,Y,Not Foreclosed
195977,R,5.875,347000,360,77,1,38,700,N,R,PU,1,P,IL,2008,N,101.6758732,78.29042236,3,Y,Not Foreclosed
39325,C,5.25,308000,360,52,2,38,767,N,C,SF,1,P,CA,2005,N,91.54750974,47.60470506,1,N,Not Foreclosed
245090,C,6.75,192000,360,73,2,43,714,N,C,CO,1,P,IL,2008,N,98.15123438,71.65040109,3,N,Foreclosed
161838,C,6.375,160000,360,75,2,38,783,N,C,SF,1,P,GA,2007,N,99.5319625,74.64897189,9,N,Foreclosed
183114,B,6.5,174000,360,97,2,50,648,Y,P,PU,1,P,IN,2007,N,99.29054598,96.3118296,9,N,Foreclosed
207555,R,5.375,359000,360,80,2,35,802,N,P,SF,1,P,MT,2008,N,98.55835655,78.84668524,1,N,Not Foreclosed
43579,R,5.875,119000,360,80,2,17,630,N,R,SF,1,P,IL,2005,N,94.09251261,75.27401008,9,N,Foreclosed
164978,R,6.75,66000,360,66,2,34,756,N,C,SF,1,I,AZ,2007,N,97.37042424,64.26448,9,N,Foreclosed
198849,C,7.625,198000,360,90,1,41,722,N,P,PU,1,I,WA,2007,N,90.33515152,81.30163636,1,N,Not Foreclosed
126008,R,6.625,417000,360,80,3,44,710,N,P,PU,1,P,CA,2006,N,97.54053717,78.03242974,3,N,Foreclosed
197683,C,5.75,189000,360,68,1,41,663,N,C,SF,1,P,PA,2008,N,90.16250265,61.3105018,1,Y,Not Foreclosed
107384,B,6.875,126000,360,80,2,29,814,Y,P,SF,1,P,TX,2006,N,96.85630952,77.48504762,1,N,Not Foreclosed
171259,C,6.5,308000,360,80,2,21,642,N,C,SF,1,P,TX,2007,N,96.19703571,76.95762857,1,N,Not Foreclosed
